index,FID,PROJECT,GEOGRAPHIC REGION,SITE TYPE,ASSESSMENT TYPE,SITE ID,DATE COLLECTED,TIME COLLECTED,LATITUDE,LONGITUDE,NORTHING,EASTING,DEPTH,URL LINK,CORAL REEF,PAVEMENT,RHODOLITH,SAND,HARD CORAL,SOFT CORAL,MACROALGAE,SPONGE,SEAGRASS,ARTIFICIAL,UNKNOWN,NOTES
810,810,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. John, USVI",GV,HD Seaviewer Drop Camera,GV2016_163,9/12/2016,9:10:47,18.26940484,-64.66285676,2069106.136,-7198236.288,-44.37472153,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_163.mp4,Absent,Absent,Present,Present,Absent,Absent,Present,Present,Absent,Absent,Absent, 
811,811,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",GV,HD Seaviewer Drop Camera,GV2016_164,8/27/2016,9:01:20,18.21369507,-65.09408663,2062576.403,-7246240.577,-34.87717438,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_164.mp4,Present,Absent,Absent,Absent,Present,Present,Present,Present,Absent,Absent,Absent, 
812,812,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",GV,HD Seaviewer Drop Camera,GV2016_165,8/20/2016,12:56:10,18.2731653,-65.09946644,2069546.974,-7246839.455,-26.56230927,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_165.mp4,Present,Absent,Absent,Absent,Present,Present,Present,Present,Absent,Absent,Absent, 
813,813,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",GV,HD Seaviewer Drop Camera,GV2016_166,8/29/2016,13:29:10,18.2256488,-64.96139026,2063977.321,-7231468.885,-41.95385361,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_166.mp4,Absent,Absent,Present,Present,Absent,Absent,Present,Present,Absent,Absent,Absent, 
814,814,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",GV,HD Seaviewer Drop Camera,GV2016_167,8/26/2016,14:46:44,18.20604522,-65.11839386,2061679.928,-7248946.446,-35.84988022,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_167.mp4,Present,Absent,Absent,Absent,Present,Absent,Present,Present,Absent,Absent,Absent,High Coral cover >70%
815,815,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",GV,HD Seaviewer Drop Camera,GV2016_168,8/26/2016,12:50:31,18.20029923,-65.06203301,2061006.59,-7242672.385,-37.40374374,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_168.mp4,Present,Absent,Absent,Absent,Present,Present,Present,Present,Absent,Absent,Absent,Line and Snapper
816,816,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,Puerto Rico,GV,HD Seaviewer Drop Camera,GV2016_169,8/23/2016,13:57:10,18.16523683,-65.18344519,2056898.319,-7256187.927,-40.65810394,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_169.mp4,Present,Absent,Absent,Absent,Present,Present,Present,Present,Absent,Absent,Absent, 
817,817,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,Puerto Rico,GV,HD Seaviewer Drop Camera,GV2016_170,8/21/2016,14:14:21,18.18538293,-65.23163132,2059258.742,-7261551.982,-36.0915184,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_170.mp4,Present,Absent,Absent,Present,Present,Present,Present,Present,Absent,Absent,Absent, 
818,818,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. John, USVI",GV,HD Seaviewer Drop Camera,GV2016_172,9/12/2016,10:20:48,18.23693281,-64.65900618,2065299.84,-7197807.643,-49.64105225,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_172.mp4,Absent,Absent,Present,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,reef squid upper right corner
819,819,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. John, USVI",GV,HD Seaviewer Drop Camera,GV2016_173,9/10/2016,10:40:50,18.26721816,-64.77961348,2068849.796,-7211233.586,-41.86420822,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_173.mp4,Absent,Absent,Present,Present,Absent,Absent,Present,Present,Absent,Absent,Absent, 
820,820,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",GV,HD Seaviewer Drop Camera,GV2016_174,8/26/2016,11:03:29,18.20547229,-65.0144516,2061612.789,-7237375.646,-48.92409515,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_174.mp4,Present,Absent,Absent,Absent,Present,Absent,Present,Present,Absent,Absent,Absent, 
821,821,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,Puerto Rico,GV,HD Seaviewer Drop Camera,GV2016_175,8/25/2016,11:01:20,18.23619657,-65.15389412,2065213.548,-7252898.317,-37.09109879,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_175.mp4,Present,Absent,Absent,Absent,Present,Absent,Present,Present,Absent,Absent,Absent, 
822,822,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. John, USVI",GV,HD Seaviewer Drop Camera,GV2016_177,9/17/2016,12:21:01,18.21945221,-64.74458255,2063251.099,-7207333.961,-51.12179184,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_177.mp4,Absent,Present,Absent,Absent,Present,Absent,Present,Present,Absent,Absent,Absent, 
823,823,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",GV,HD Seaviewer Drop Camera,GV2016_178,8/30/2016,10:10:57,18.25308552,-64.96660178,2067193.134,-7232049.029,-38.9457283,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_178.mp4,Absent,Absent,Present,Present,Absent,Absent,Present,Present,Absent,Absent,Absent, 
824,824,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. John, USVI",GV,HD Seaviewer Drop Camera,GV2016_179,9/1/2016,12:36:53,18.29693994,-64.74027113,2072334.294,-7206854.016,-30.18473244,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_179.mp4,Absent,Absent,Absent,Present,Absent,Absent,Present,Present,Present,Absent,Absent,Mainly Halophila stipulacea
825,825,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,Puerto Rico,GV,HD Seaviewer Drop Camera,GV2016_180,8/21/2016,12:19:46,18.12888934,-65.23513304,2052640.344,-7261941.792,-39.88344574,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_180.mp4,Absent,Present,Present,Absent,Present,Absent,Present,Present,Absent,Absent,Absent, 
826,826,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",GV,HD Seaviewer Drop Camera,GV2016_181,8/20/2016,12:18:37,18.26745008,-65.0859896,2068876.983,-7245339.22,-34.40555191,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_181.mp4,Present,Absent,Absent,Present,Present,Absent,Present,Present,Absent,Absent,Absent, 
827,827,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. John, USVI",GV,HD Seaviewer Drop Camera,GV2016_182,9/11/2016,9:40:28,18.28652334,-64.68024056,2071113.013,-7200171.444,-30.22457314,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_182.mp4,Absent,Absent,Present,Present,Absent,Absent,Present,Absent,Absent,Absent,Absent, 
828,828,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. John, USVI",GV,HD Seaviewer Drop Camera,GV2016_183,8/31/2016,9:57:42,18.29836981,-64.77891099,2072501.943,-7211155.385,-28.90804863,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_183.mp4,Absent,Absent,Absent,Present,Absent,Absent,Absent,Present,Present,Absent,Absent,Garden Eels and mainly Halophila stipulacea
829,829,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",GV,HD Seaviewer Drop Camera,GV2016_184,8/26/2016,14:06:32,18.19195505,-65.11321385,2060028.825,-7248369.81,-45.51971817,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_184.mp4,Absent,Absent,Present,Present,Absent,Absent,Present,Present,Absent,Absent,Absent, 
830,830,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",GV,HD Seaviewer Drop Camera,GV2016_185,8/26/2016,11:46:11,18.21039996,-65.02701891,2062190.249,-7238774.633,-44.11290741,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_185.mp4,Present,Absent,Absent,Absent,Present,Present,Present,Present,Absent,Absent,Absent, 
831,831,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",GV,HD Seaviewer Drop Camera,GV2016_186,9/13/2016,13:01:40,18.23610596,-64.81908249,2065202.928,-7215627.257,-48.56283951,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_186.mp4,Absent,Absent,Present,Absent,Absent,Absent,Present,Present,Absent,Absent,Absent, 
832,832,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. John, USVI",GV,HD Seaviewer Drop Camera,GV2016_187,9/11/2016,12:22:02,18.28513051,-64.76909273,2070949.718,-7210062.422,-32.36307526,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_187.mp4,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent, 
833,833,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",GV,HD Seaviewer Drop Camera,GV2016_188,8/29/2016,13:22:09,18.22552176,-64.95346973,2063962.432,-7230587.176,-43.04670334,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_188.mp4,Absent,Absent,Present,Present,Absent,Absent,Present,Present,Absent,Absent,Absent, 
834,834,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. John, USVI",GV,HD Seaviewer Drop Camera,GV2016_189,9/17/2016,7:43:51,18.24956685,-64.73582661,2066780.688,-7206359.254,-49.27046204,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_189.mp4,Absent,Present,Present,Absent,Absent,Absent,Present,Present,Absent,Absent,Absent, 
835,835,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. John, USVI",GV,HD Seaviewer Drop Camera,GV2016_190,9/17/2016,7:36:51,18.25239666,-64.74049532,2067112.388,-7206878.973,-48.34441376,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_190.mp4,Absent,Absent,Present,Absent,Absent,Absent,Present,Present,Absent,Absent,Absent, 
836,836,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,Puerto Rico,GV,HD Seaviewer Drop Camera,GV2016_191,8/21/2016,11:24:15,18.1270776,-65.20138969,2052428.128,-7258185.499,-25.86301804,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_191.mp4,Absent,Present,Absent,Absent,Present,Present,Absent,Present,Absent,Absent,Absent, 
837,837,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",GV,HD Seaviewer Drop Camera,GV2016_192,8/25/2016,12:31:25,18.23665894,-65.13265879,2065267.741,-7250534.411,-35.86262131,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_192.mp4,Present,Absent,Absent,Absent,Present,Absent,Present,Present,Absent,Absent,Absent, 
838,838,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",GV,HD Seaviewer Drop Camera,GV2016_193,9/16/2016,9:59:32,18.19906051,-64.8199954,2060861.435,-7215728.881,-56.93802261,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_193.mp4,Absent,Absent,Present,Absent,Present,Absent,Present,Present,Absent,Absent,Absent, 
839,839,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",GV,HD Seaviewer Drop Camera,GV2016_194,8/30/2016,10:55:38,18.24005885,-64.93890591,2065666.236,-7228965.939,-41.60534287,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_194.mp4,Absent,Absent,Present,Present,Absent,Absent,Present,Present,Absent,Absent,Absent, 
840,840,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. John, USVI",GV,HD Seaviewer Drop Camera,GV2016_196,9/17/2016,9:41:10,18.23274329,-64.72180178,2064808.806,-7204798.017,-52.8713913,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_196.mp4,Absent,Present,Absent,Absent,Present,Absent,Present,Present,Absent,Absent,Absent, 
841,841,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. John, USVI",GV,HD Seaviewer Drop Camera,GV2016_197,9/17/2016,12:30:20,18.22565487,-64.75137797,2063978.033,-7208090.424,-51.97490692,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_197.mp4,Absent,Absent,Present,Absent,Absent,Absent,Present,Present,Absent,Absent,Absent, 
842,842,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. John, USVI",GV,HD Seaviewer Drop Camera,GV2016_198,9/11/2016,8:40:22,18.27269019,-64.75294813,2069491.277,-7208265.213,-40.52415848,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_198.mp4,Absent,Absent,Absent,Present,Absent,Absent,Present,Absent,Absent,Absent,Absent, 
843,843,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,Puerto Rico,GV,HD Seaviewer Drop Camera,GV2016_199,8/23/2016,11:56:48,18.17416762,-65.14515585,2057944.664,-7251925.577,-42.49212646,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_199.mp4,Present,Absent,Absent,Present,Present,Present,Present,Present,Absent,Absent,Absent,spur and groove
844,844,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,Puerto Rico,GV,HD Seaviewer Drop Camera,GV2016_200,8/25/2016,10:23:28,18.23354224,-65.17801879,2064902.446,-7255583.863,-32.63557053,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_200.mp4,Present,Absent,Absent,Present,Present,Absent,Present,Present,Absent,Absent,Absent, 
845,845,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. John, USVI",GV,HD Seaviewer Drop Camera,GV2016_201,9/10/2016,11:06:37,18.26827026,-64.76210599,2068973.131,-7209284.662,-44.6406517,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_201.mp4,Absent,Absent,Present,Present,Absent,Absent,Present,Present,Absent,Absent,Absent, 
846,846,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",GV,HD Seaviewer Drop Camera,GV2016_202,8/28/2016,14:46:26,18.25930312,-64.89381281,2067921.96,-7223946.198,-36.91128922,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_202.mp4,Absent,Absent,Present,Present,Absent,Absent,Present,Present,Absent,Absent,Absent, 
847,847,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",GV,HD Seaviewer Drop Camera,GV2016_203,8/29/2016,14:00:04,18.23907446,-64.97243505,2065550.857,-7232698.385,-40.01107407,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_203.mp4,Absent,Absent,Present,Present,Absent,Absent,Present,Present,Absent,Absent,Absent, 
848,848,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",GV,HD Seaviewer Drop Camera,GV2016_204,8/29/2016,8:37:36,18.25443264,-64.86214821,2067351.041,-7220421.31,-39.1082077,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_204.mp4,Absent,Absent,Present,Absent,Absent,Absent,Present,Present,Absent,Absent,Absent, 
849,849,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,Puerto Rico,GV,HD Seaviewer Drop Camera,GV2016_205,8/23/2016,12:25:12,18.17141964,-65.15133458,2057622.701,-7252613.39,-46.88042068,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_205.mp4,Present,Absent,Absent,Present,Present,Absent,Present,Present,Absent,Absent,Absent, 
850,850,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. John, USVI",GV,HD Seaviewer Drop Camera,GV2016_207,9/11/2016,11:41:39,18.2652256,-64.7551673,2068616.215,-7208512.25,-45.33096313,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_207.mp4,Absent,Absent,Present,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent, 
851,851,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. John, USVI",GV,HD Seaviewer Drop Camera,GV2016_208,9/17/2016,11:20:07,18.19894761,-64.75190741,2060848.205,-7208149.361,-53.85595322,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_208.mp4,Absent,Present,Present,Absent,Present,Absent,Present,Present,Absent,Absent,Absent, 
852,852,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. John, USVI",GV,HD Seaviewer Drop Camera,GV2016_209,9/17/2016,10:53:43,18.2082914,-64.7469657,2061943.151,-7207599.252,-53.15769196,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_209.mp4,Absent,Present,Present,Absent,Present,Absent,Present,Present,Absent,Absent,Absent, 
853,853,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",GV,HD Seaviewer Drop Camera,GV2016_210,8/29/2016,8:51:20,18.24608154,-64.8620531,2066372.161,-7220410.723,-39.50314713,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_210.mp4,Absent,Absent,Present,Absent,Absent,Absent,Present,Present,Absent,Absent,Absent, 
854,854,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. John, USVI",GV,HD Seaviewer Drop Camera,GV2016_211,9/12/2016,9:28:16,18.25943251,-64.67138097,2067937.127,-7199185.198,-46.21244431,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_211.mp4,Absent,Absent,Present,Absent,Absent,Absent,Present,Present,Absent,Absent,Absent, 
855,855,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. John, USVI",GV,HD Seaviewer Drop Camera,GV2016_212,9/17/2016,9:57:30,18.22525632,-64.72378879,2063931.323,-7205019.21,-51.62246323,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_212.mp4,Absent,Absent,Present,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent, 
