Year,Married Filing Jointly (Rates/Brackets),,Married Filing Jointly ($),Married Filing Separately (Rates/Brackets),,Married Filing Separately ($),Single Filer (Rates/Brackets),,Single Filer ($),Head of Household (Rates/Brackets),,Head of Household ($),Notes:
1939,11.00%,>,"$10,000 ",11.00%,>,"$10,000 ",11.00%,>,"$10,000 ",11.00%,>,"$10,000 ",
1939,12.00%,>,"$12,000 ",12.00%,>,"$12,000 ",12.00%,>,"$12,000 ",12.00%,>,"$12,000 ",
1939,13.00%,>,"$14,000 ",13.00%,>,"$14,000 ",13.00%,>,"$14,000 ",13.00%,>,"$14,000 ",
1939,15.00%,>,"$16,000 ",15.00%,>,"$16,000 ",15.00%,>,"$16,000 ",15.00%,>,"$16,000 ",
1939,17.00%,>,"$18,000 ",17.00%,>,"$18,000 ",17.00%,>,"$18,000 ",17.00%,>,"$18,000 ",
1939,19.00%,>,"$20,000 ",19.00%,>,"$20,000 ",19.00%,>,"$20,000 ",19.00%,>,"$20,000 ",
1939,21.00%,>,"$22,000 ",21.00%,>,"$22,000 ",21.00%,>,"$22,000 ",21.00%,>,"$22,000 ",
1939,23.00%,>,"$26,000 ",23.00%,>,"$26,000 ",23.00%,>,"$26,000 ",23.00%,>,"$26,000 ",
1939,25.00%,>,"$32,000 ",25.00%,>,"$32,000 ",25.00%,>,"$32,000 ",25.00%,>,"$32,000 ",
1939,28.00%,>,"$38,000 ",28.00%,>,"$38,000 ",28.00%,>,"$38,000 ",28.00%,>,"$38,000 ",
1939,31.00%,>,"$44,000 ",31.00%,>,"$44,000 ",31.00%,>,"$44,000 ",31.00%,>,"$44,000 ",
1939,35.00%,>,"$50,000 ",35.00%,>,"$50,000 ",35.00%,>,"$50,000 ",35.00%,>,"$50,000 ",
1939,39.00%,>,"$56,000 ",39.00%,>,"$56,000 ",39.00%,>,"$56,000 ",39.00%,>,"$56,000 ",
1939,43.00%,>,"$62,000 ",43.00%,>,"$62,000 ",43.00%,>,"$62,000 ",43.00%,>,"$62,000 ",
1939,47.00%,>,"$68,000 ",47.00%,>,"$68,000 ",47.00%,>,"$68,000 ",47.00%,>,"$68,000 ",
1939,51.00%,>,"$74,000 ",51.00%,>,"$74,000 ",51.00%,>,"$74,000 ",51.00%,>,"$74,000 ",
1939,55.00%,>,"$80,000 ",55.00%,>,"$80,000 ",55.00%,>,"$80,000 ",55.00%,>,"$80,000 ",
1939,59.00%,>,"$90,000 ",59.00%,>,"$90,000 ",59.00%,>,"$90,000 ",59.00%,>,"$90,000 ",
1939,62.00%,>,"$100,000 ",62.00%,>,"$100,000 ",62.00%,>,"$100,000 ",62.00%,>,"$100,000 ",
1939,64.00%,>,"$150,000 ",64.00%,>,"$150,000 ",64.00%,>,"$150,000 ",64.00%,>,"$150,000 ",
1939,66.00%,>,"$200,000 ",66.00%,>,"$200,000 ",66.00%,>,"$200,000 ",66.00%,>,"$200,000 ",
1939,68.00%,>,"$250,000 ",68.00%,>,"$250,000 ",68.00%,>,"$250,000 ",68.00%,>,"$250,000 ",
1939,70.00%,>,"$300,000 ",70.00%,>,"$300,000 ",70.00%,>,"$300,000 ",70.00%,>,"$300,000 ",
1939,72.00%,>,"$400,000 ",72.00%,>,"$400,000 ",72.00%,>,"$400,000 ",72.00%,>,"$400,000 ",
1939,74.00%,>,"$500,000 ",74.00%,>,"$500,000 ",74.00%,>,"$500,000 ",74.00%,>,"$500,000 ",
1939,76.00%,>,"$750,000 ",76.00%,>,"$750,000 ",76.00%,>,"$750,000 ",76.00%,>,"$750,000 ",
1939,77.00%,>,"$1,000,000 ",77.00%,>,"$1,000,000 ",77.00%,>,"$1,000,000 ",77.00%,>,"$1,000,000 ",
1939,78.00%,>,"$2,000,000 ",78.00%,>,"$2,000,000 ",78.00%,>,"$2,000,000 ",78.00%,>,"$2,000,000 ",
1939,79.00%,>,"$5,000,000 ",79.00%,>,"$5,000,000 ",79.00%,>,"$5,000,000 ",79.00%,>,"$5,000,000 ",
,,,,,,,,,,,,,
1938,4.00%,>,$0 ,4.00%,>,$0 ,4.00%,>,$0 ,4.00%,>,$0 ,Tax rates include normal tax of 4 percent plus applicable surtax. Last law to change rates was the Revenue Act of 1938.
1938,8.00%,>,"$4,000 ",8.00%,>,"$4,000 ",8.00%,>,"$4,000 ",8.00%,>,"$4,000 ",
1938,9.00%,>,"$6,000 ",9.00%,>,"$6,000 ",9.00%,>,"$6,000 ",9.00%,>,"$6,000 ",
1938,10.00%,>,"$8,000 ",10.00%,>,"$8,000 ",10.00%,>,"$8,000 ",10.00%,>,"$8,000 ",
1938,11.00%,>,"$10,000 ",11.00%,>,"$10,000 ",11.00%,>,"$10,000 ",11.00%,>,"$10,000 ",
1938,12.00%,>,"$12,000 ",12.00%,>,"$12,000 ",12.00%,>,"$12,000 ",12.00%,>,"$12,000 ",
1938,13.00%,>,"$14,000 ",13.00%,>,"$14,000 ",13.00%,>,"$14,000 ",13.00%,>,"$14,000 ",
1938,15.00%,>,"$16,000 ",15.00%,>,"$16,000 ",15.00%,>,"$16,000 ",15.00%,>,"$16,000 ",
1938,17.00%,>,"$18,000 ",17.00%,>,"$18,000 ",17.00%,>,"$18,000 ",17.00%,>,"$18,000 ",
1938,19.00%,>,"$20,000 ",19.00%,>,"$20,000 ",19.00%,>,"$20,000 ",19.00%,>,"$20,000 ",
1938,21.00%,>,"$22,000 ",21.00%,>,"$22,000 ",21.00%,>,"$22,000 ",21.00%,>,"$22,000 ",
1938,23.00%,>,"$26,000 ",23.00%,>,"$26,000 ",23.00%,>,"$26,000 ",23.00%,>,"$26,000 ",
1938,25.00%,>,"$32,000 ",25.00%,>,"$32,000 ",25.00%,>,"$32,000 ",25.00%,>,"$32,000 ",
1938,28.00%,>,"$38,000 ",28.00%,>,"$38,000 ",28.00%,>,"$38,000 ",28.00%,>,"$38,000 ",
1938,31.00%,>,"$44,000 ",31.00%,>,"$44,000 ",31.00%,>,"$44,000 ",31.00%,>,"$44,000 ",
1938,35.00%,>,"$50,000 ",35.00%,>,"$50,000 ",35.00%,>,"$50,000 ",35.00%,>,"$50,000 ",
1938,39.00%,>,"$56,000 ",39.00%,>,"$56,000 ",39.00%,>,"$56,000 ",39.00%,>,"$56,000 ",
1938,43.00%,>,"$62,000 ",43.00%,>,"$62,000 ",43.00%,>,"$62,000 ",43.00%,>,"$62,000 ",
1938,47.00%,>,"$68,000 ",47.00%,>,"$68,000 ",47.00%,>,"$68,000 ",47.00%,>,"$68,000 ",
1938,51.00%,>,"$74,000 ",51.00%,>,"$74,000 ",51.00%,>,"$74,000 ",51.00%,>,"$74,000 ",
1938,55.00%,>,"$80,000 ",55.00%,>,"$80,000 ",55.00%,>,"$80,000 ",55.00%,>,"$80,000 ",
1938,59.00%,>,"$90,000 ",59.00%,>,"$90,000 ",59.00%,>,"$90,000 ",59.00%,>,"$90,000 ",
1938,62.00%,>,"$100,000 ",62.00%,>,"$100,000 ",62.00%,>,"$100,000 ",62.00%,>,"$100,000 ",
1938,64.00%,>,"$150,000 ",64.00%,>,"$150,000 ",64.00%,>,"$150,000 ",64.00%,>,"$150,000 ",
1938,66.00%,>,"$200,000 ",66.00%,>,"$200,000 ",66.00%,>,"$200,000 ",66.00%,>,"$200,000 ",
1938,68.00%,>,"$250,000 ",68.00%,>,"$250,000 ",68.00%,>,"$250,000 ",68.00%,>,"$250,000 ",
1938,70.00%,>,"$300,000 ",70.00%,>,"$300,000 ",70.00%,>,"$300,000 ",70.00%,>,"$300,000 ",
1938,72.00%,>,"$400,000 ",72.00%,>,"$400,000 ",72.00%,>,"$400,000 ",72.00%,>,"$400,000 ",
1938,74.00%,>,"$500,000 ",74.00%,>,"$500,000 ",74.00%,>,"$500,000 ",74.00%,>,"$500,000 ",
1938,76.00%,>,"$750,000 ",76.00%,>,"$750,000 ",76.00%,>,"$750,000 ",76.00%,>,"$750,000 ",
1938,77.00%,>,"$1,000,000 ",77.00%,>,"$1,000,000 ",77.00%,>,"$1,000,000 ",77.00%,>,"$1,000,000 ",
1938,78.00%,>,"$2,000,000 ",78.00%,>,"$2,000,000 ",78.00%,>,"$2,000,000 ",78.00%,>,"$2,000,000 ",
1938,79.00%,>,"$5,000,000 ",79.00%,>,"$5,000,000 ",79.00%,>,"$5,000,000 ",79.00%,>,"$5,000,000 ",
,,,,,,,,,,,,,
1937,4.00%,>,$0 ,4.00%,>,$0 ,4.00%,>,$0 ,4.00%,>,$0 ,Tax rates include normal tax of 4 percent plus applicable surtax. Last law to change rates was the Revenue Act of 1936.
1937,8.00%,>,"$4,000 ",8.00%,>,"$4,000 ",8.00%,>,"$4,000 ",8.00%,>,"$4,000 ",
1937,9.00%,>,"$6,000 ",9.00%,>,"$6,000 ",9.00%,>,"$6,000 ",9.00%,>,"$6,000 ",
1937,10.00%,>,"$8,000 ",10.00%,>,"$8,000 ",10.00%,>,"$8,000 ",10.00%,>,"$8,000 ",
1937,11.00%,>,"$10,000 ",11.00%,>,"$10,000 ",11.00%,>,"$10,000 ",11.00%,>,"$10,000 ",
1937,12.00%,>,"$12,000 ",12.00%,>,"$12,000 ",12.00%,>,"$12,000 ",12.00%,>,"$12,000 ",
1937,13.00%,>,"$14,000 ",13.00%,>,"$14,000 ",13.00%,>,"$14,000 ",13.00%,>,"$14,000 ",
1937,15.00%,>,"$16,000 ",15.00%,>,"$16,000 ",15.00%,>,"$16,000 ",15.00%,>,"$16,000 ",
1937,17.00%,>,"$18,000 ",17.00%,>,"$18,000 ",17.00%,>,"$18,000 ",17.00%,>,"$18,000 ",
1937,19.00%,>,"$20,000 ",19.00%,>,"$20,000 ",19.00%,>,"$20,000 ",19.00%,>,"$20,000 ",
1937,21.00%,>,"$22,000 ",21.00%,>,"$22,000 ",21.00%,>,"$22,000 ",21.00%,>,"$22,000 ",
1937,23.00%,>,"$26,000 ",23.00%,>,"$26,000 ",23.00%,>,"$26,000 ",23.00%,>,"$26,000 ",
1937,25.00%,>,"$32,000 ",25.00%,>,"$32,000 ",25.00%,>,"$32,000 ",25.00%,>,"$32,000 ",
1937,28.00%,>,"$38,000 ",28.00%,>,"$38,000 ",28.00%,>,"$38,000 ",28.00%,>,"$38,000 ",
1937,31.00%,>,"$44,000 ",31.00%,>,"$44,000 ",31.00%,>,"$44,000 ",31.00%,>,"$44,000 ",
1937,35.00%,>,"$50,000 ",35.00%,>,"$50,000 ",35.00%,>,"$50,000 ",35.00%,>,"$50,000 ",
1937,39.00%,>,"$56,000 ",39.00%,>,"$56,000 ",39.00%,>,"$56,000 ",39.00%,>,"$56,000 ",
1937,43.00%,>,"$62,000 ",43.00%,>,"$62,000 ",43.00%,>,"$62,000 ",43.00%,>,"$62,000 ",
1937,47.00%,>,"$68,000 ",47.00%,>,"$68,000 ",47.00%,>,"$68,000 ",47.00%,>,"$68,000 ",
1937,51.00%,>,"$74,000 ",51.00%,>,"$74,000 ",51.00%,>,"$74,000 ",51.00%,>,"$74,000 ",
1937,55.00%,>,"$80,000 ",55.00%,>,"$80,000 ",55.00%,>,"$80,000 ",55.00%,>,"$80,000 ",
1937,59.00%,>,"$90,000 ",59.00%,>,"$90,000 ",59.00%,>,"$90,000 ",59.00%,>,"$90,000 ",
1937,62.00%,>,"$100,000 ",62.00%,>,"$100,000 ",62.00%,>,"$100,000 ",62.00%,>,"$100,000 ",
1937,64.00%,>,"$150,000 ",64.00%,>,"$150,000 ",64.00%,>,"$150,000 ",64.00%,>,"$150,000 ",
1937,66.00%,>,"$200,000 ",66.00%,>,"$200,000 ",66.00%,>,"$200,000 ",66.00%,>,"$200,000 ",
1937,68.00%,>,"$250,000 ",68.00%,>,"$250,000 ",68.00%,>,"$250,000 ",68.00%,>,"$250,000 ",
1937,70.00%,>,"$300,000 ",70.00%,>,"$300,000 ",70.00%,>,"$300,000 ",70.00%,>,"$300,000 ",
1937,72.00%,>,"$400,000 ",72.00%,>,"$400,000 ",72.00%,>,"$400,000 ",72.00%,>,"$400,000 ",
1937,74.00%,>,"$500,000 ",74.00%,>,"$500,000 ",74.00%,>,"$500,000 ",74.00%,>,"$500,000 ",
1937,76.00%,>,"$750,000 ",76.00%,>,"$750,000 ",76.00%,>,"$750,000 ",76.00%,>,"$750,000 ",
1937,77.00%,>,"$1,000,000 ",77.00%,>,"$1,000,000 ",77.00%,>,"$1,000,000 ",77.00%,>,"$1,000,000 ",
1937,78.00%,>,"$2,000,000 ",78.00%,>,"$2,000,000 ",78.00%,>,"$2,000,000 ",78.00%,>,"$2,000,000 ",
1937,79.00%,>,"$5,000,000 ",79.00%,>,"$5,000,000 ",79.00%,>,"$5,000,000 ",79.00%,>,"$5,000,000 ",
,,,,,,,,,,,,,
1936,4.00%,>,$0 ,4.00%,>,$0 ,4.00%,>,$0 ,4.00%,>,$0 ,Tax rates include normal tax of 4 percent plus applicable surtax. Last law to change rates was the Revenue Act of 1936.
1936,8.00%,>,"$4,000 ",8.00%,>,"$4,000 ",8.00%,>,"$4,000 ",8.00%,>,"$4,000 ",
1936,9.00%,>,"$6,000 ",9.00%,>,"$6,000 ",9.00%,>,"$6,000 ",9.00%,>,"$6,000 ",
1936,10.00%,>,"$8,000 ",10.00%,>,"$8,000 ",10.00%,>,"$8,000 ",10.00%,>,"$8,000 ",
1936,11.00%,>,"$10,000 ",11.00%,>,"$10,000 ",11.00%,>,"$10,000 ",11.00%,>,"$10,000 ",
1936,12.00%,>,"$12,000 ",12.00%,>,"$12,000 ",12.00%,>,"$12,000 ",12.00%,>,"$12,000 ",
1936,13.00%,>,"$14,000 ",13.00%,>,"$14,000 ",13.00%,>,"$14,000 ",13.00%,>,"$14,000 ",
1936,15.00%,>,"$16,000 ",15.00%,>,"$16,000 ",15.00%,>,"$16,000 ",15.00%,>,"$16,000 ",
1936,17.00%,>,"$18,000 ",17.00%,>,"$18,000 ",17.00%,>,"$18,000 ",17.00%,>,"$18,000 ",
1936,19.00%,>,"$20,000 ",19.00%,>,"$20,000 ",19.00%,>,"$20,000 ",19.00%,>,"$20,000 ",
1936,21.00%,>,"$22,000 ",21.00%,>,"$22,000 ",21.00%,>,"$22,000 ",21.00%,>,"$22,000 ",
1936,23.00%,>,"$26,000 ",23.00%,>,"$26,000 ",23.00%,>,"$26,000 ",23.00%,>,"$26,000 ",
1936,25.00%,>,"$32,000 ",25.00%,>,"$32,000 ",25.00%,>,"$32,000 ",25.00%,>,"$32,000 ",
1936,28.00%,>,"$38,000 ",28.00%,>,"$38,000 ",28.00%,>,"$38,000 ",28.00%,>,"$38,000 ",
1936,31.00%,>,"$44,000 ",31.00%,>,"$44,000 ",31.00%,>,"$44,000 ",31.00%,>,"$44,000 ",
1936,35.00%,>,"$50,000 ",35.00%,>,"$50,000 ",35.00%,>,"$50,000 ",35.00%,>,"$50,000 ",
1936,39.00%,>,"$56,000 ",39.00%,>,"$56,000 ",39.00%,>,"$56,000 ",39.00%,>,"$56,000 ",
1936,43.00%,>,"$62,000 ",43.00%,>,"$62,000 ",43.00%,>,"$62,000 ",43.00%,>,"$62,000 ",
1936,47.00%,>,"$68,000 ",47.00%,>,"$68,000 ",47.00%,>,"$68,000 ",47.00%,>,"$68,000 ",
1936,51.00%,>,"$74,000 ",51.00%,>,"$74,000 ",51.00%,>,"$74,000 ",51.00%,>,"$74,000 ",
1936,55.00%,>,"$80,000 ",55.00%,>,"$80,000 ",55.00%,>,"$80,000 ",55.00%,>,"$80,000 ",
1936,59.00%,>,"$90,000 ",59.00%,>,"$90,000 ",59.00%,>,"$90,000 ",59.00%,>,"$90,000 ",
1936,62.00%,>,"$100,000 ",62.00%,>,"$100,000 ",62.00%,>,"$100,000 ",62.00%,>,"$100,000 ",
1936,64.00%,>,"$150,000 ",64.00%,>,"$150,000 ",64.00%,>,"$150,000 ",64.00%,>,"$150,000 ",
1936,66.00%,>,"$200,000 ",66.00%,>,"$200,000 ",66.00%,>,"$200,000 ",66.00%,>,"$200,000 ",
1936,68.00%,>,"$250,000 ",68.00%,>,"$250,000 ",68.00%,>,"$250,000 ",68.00%,>,"$250,000 ",
1936,70.00%,>,"$300,000 ",70.00%,>,"$300,000 ",70.00%,>,"$300,000 ",70.00%,>,"$300,000 ",
1936,72.00%,>,"$400,000 ",72.00%,>,"$400,000 ",72.00%,>,"$400,000 ",72.00%,>,"$400,000 ",
1936,74.00%,>,"$500,000 ",74.00%,>,"$500,000 ",74.00%,>,"$500,000 ",74.00%,>,"$500,000 ",
1936,76.00%,>,"$750,000 ",76.00%,>,"$750,000 ",76.00%,>,"$750,000 ",76.00%,>,"$750,000 ",
1936,77.00%,>,"$1,000,000 ",77.00%,>,"$1,000,000 ",77.00%,>,"$1,000,000 ",77.00%,>,"$1,000,000 ",
1936,78.00%,>,"$2,000,000 ",78.00%,>,"$2,000,000 ",78.00%,>,"$2,000,000 ",78.00%,>,"$2,000,000 ",
1936,79.00%,>,"$5,000,000 ",79.00%,>,"$5,000,000 ",79.00%,>,"$5,000,000 ",79.00%,>,"$5,000,000 ",
,,,,,,,,,,,,,
1935,4.00%,>,$0 ,4.00%,>,$0 ,4.00%,>,$0 ,4.00%,>,$0 ,Tax rates include normal tax of 4 percent plus applicable surtax. Last law to change rates was the Revenue Act of 1934.
1935,8.00%,>,"$4,000 ",8.00%,>,"$4,000 ",8.00%,>,"$4,000 ",8.00%,>,"$4,000 ",
1935,9.00%,>,"$6,000 ",9.00%,>,"$6,000 ",9.00%,>,"$6,000 ",9.00%,>,"$6,000 ",
1935,10.00%,>,"$8,000 ",10.00%,>,"$8,000 ",10.00%,>,"$8,000 ",10.00%,>,"$8,000 ",
1935,11.00%,>,"$10,000 ",11.00%,>,"$10,000 ",11.00%,>,"$10,000 ",11.00%,>,"$10,000 ",
1935,12.00%,>,"$12,000 ",12.00%,>,"$12,000 ",12.00%,>,"$12,000 ",12.00%,>,"$12,000 ",
1935,13.00%,>,"$14,000 ",13.00%,>,"$14,000 ",13.00%,>,"$14,000 ",13.00%,>,"$14,000 ",
1935,15.00%,>,"$16,000 ",15.00%,>,"$16,000 ",15.00%,>,"$16,000 ",15.00%,>,"$16,000 ",
1935,17.00%,>,"$18,000 ",17.00%,>,"$18,000 ",17.00%,>,"$18,000 ",17.00%,>,"$18,000 ",
1935,19.00%,>,"$20,000 ",19.00%,>,"$20,000 ",19.00%,>,"$20,000 ",19.00%,>,"$20,000 ",
1935,21.00%,>,"$22,000 ",21.00%,>,"$22,000 ",21.00%,>,"$22,000 ",21.00%,>,"$22,000 ",
1935,23.00%,>,"$26,000 ",23.00%,>,"$26,000 ",23.00%,>,"$26,000 ",23.00%,>,"$26,000 ",
1935,25.00%,>,"$32,000 ",25.00%,>,"$32,000 ",25.00%,>,"$32,000 ",25.00%,>,"$32,000 ",
1935,28.00%,>,"$38,000 ",28.00%,>,"$38,000 ",28.00%,>,"$38,000 ",28.00%,>,"$38,000 ",
1935,31.00%,>,"$44,000 ",31.00%,>,"$44,000 ",31.00%,>,"$44,000 ",31.00%,>,"$44,000 ",
1935,34.00%,>,"$50,000 ",34.00%,>,"$50,000 ",34.00%,>,"$50,000 ",34.00%,>,"$50,000 ",
1935,37.00%,>,"$56,000 ",37.00%,>,"$56,000 ",37.00%,>,"$56,000 ",37.00%,>,"$56,000 ",
1935,40.00%,>,"$62,000 ",40.00%,>,"$62,000 ",40.00%,>,"$62,000 ",40.00%,>,"$62,000 ",
1935,43.00%,>,"$68,000 ",43.00%,>,"$68,000 ",43.00%,>,"$68,000 ",43.00%,>,"$68,000 ",
1935,46.00%,>,"$74,000 ",46.00%,>,"$74,000 ",46.00%,>,"$74,000 ",46.00%,>,"$74,000 ",
1935,49.00%,>,"$80,000 ",49.00%,>,"$80,000 ",49.00%,>,"$80,000 ",49.00%,>,"$80,000 ",
1935,54.00%,>,"$90,000 ",54.00%,>,"$90,000 ",54.00%,>,"$90,000 ",54.00%,>,"$90,000 ",
1935,56.00%,>,"$100,000 ",56.00%,>,"$100,000 ",56.00%,>,"$100,000 ",56.00%,>,"$100,000 ",
1935,57.00%,>,"$150,000 ",57.00%,>,"$150,000 ",57.00%,>,"$150,000 ",57.00%,>,"$150,000 ",
1935,58.00%,>,"$200,000 ",58.00%,>,"$200,000 ",58.00%,>,"$200,000 ",58.00%,>,"$200,000 ",
1935,59.00%,>,"$300,000 ",59.00%,>,"$300,000 ",59.00%,>,"$300,000 ",59.00%,>,"$300,000 ",
1935,60.00%,>,"$400,000 ",60.00%,>,"$400,000 ",60.00%,>,"$400,000 ",60.00%,>,"$400,000 ",
1935,61.00%,>,"$500,000 ",61.00%,>,"$500,000 ",61.00%,>,"$500,000 ",61.00%,>,"$500,000 ",
1935,62.00%,>,"$750,000 ",62.00%,>,"$750,000 ",62.00%,>,"$750,000 ",62.00%,>,"$750,000 ",
1935,63.00%,>,"$1,000,000 ",63.00%,>,"$1,000,000 ",63.00%,>,"$1,000,000 ",63.00%,>,"$1,000,000 ",
,,,,,,,,,,,,,
1934,4.00%,>,$0 ,4.00%,>,$0 ,4.00%,>,$0 ,4.00%,>,$0 ,Tax rates include normal tax of 4 percent plus applicable surtax. Last law to change rates was the Revenue Act of 1934.
1934,8.00%,>,"$4,000 ",8.00%,>,"$4,000 ",8.00%,>,"$4,000 ",8.00%,>,"$4,000 ",
1934,9.00%,>,"$6,000 ",9.00%,>,"$6,000 ",9.00%,>,"$6,000 ",9.00%,>,"$6,000 ",
1934,10.00%,>,"$8,000 ",10.00%,>,"$8,000 ",10.00%,>,"$8,000 ",10.00%,>,"$8,000 ",
1934,11.00%,>,"$10,000 ",11.00%,>,"$10,000 ",11.00%,>,"$10,000 ",11.00%,>,"$10,000 ",
1934,12.00%,>,"$12,000 ",12.00%,>,"$12,000 ",12.00%,>,"$12,000 ",12.00%,>,"$12,000 ",
1934,13.00%,>,"$14,000 ",13.00%,>,"$14,000 ",13.00%,>,"$14,000 ",13.00%,>,"$14,000 ",
1934,15.00%,>,"$16,000 ",15.00%,>,"$16,000 ",15.00%,>,"$16,000 ",15.00%,>,"$16,000 ",
1934,17.00%,>,"$18,000 ",17.00%,>,"$18,000 ",17.00%,>,"$18,000 ",17.00%,>,"$18,000 ",
1934,19.00%,>,"$20,000 ",19.00%,>,"$20,000 ",19.00%,>,"$20,000 ",19.00%,>,"$20,000 ",
1934,21.00%,>,"$22,000 ",21.00%,>,"$22,000 ",21.00%,>,"$22,000 ",21.00%,>,"$22,000 ",
1934,23.00%,>,"$26,000 ",23.00%,>,"$26,000 ",23.00%,>,"$26,000 ",23.00%,>,"$26,000 ",
1934,25.00%,>,"$32,000 ",25.00%,>,"$32,000 ",25.00%,>,"$32,000 ",25.00%,>,"$32,000 ",
1934,28.00%,>,"$38,000 ",28.00%,>,"$38,000 ",28.00%,>,"$38,000 ",28.00%,>,"$38,000 ",
1934,31.00%,>,"$44,000 ",31.00%,>,"$44,000 ",31.00%,>,"$44,000 ",31.00%,>,"$44,000 ",
1934,34.00%,>,"$50,000 ",34.00%,>,"$50,000 ",34.00%,>,"$50,000 ",34.00%,>,"$50,000 ",
1934,37.00%,>,"$56,000 ",37.00%,>,"$56,000 ",37.00%,>,"$56,000 ",37.00%,>,"$56,000 ",
1934,40.00%,>,"$62,000 ",40.00%,>,"$62,000 ",40.00%,>,"$62,000 ",40.00%,>,"$62,000 ",
1934,43.00%,>,"$68,000 ",43.00%,>,"$68,000 ",43.00%,>,"$68,000 ",43.00%,>,"$68,000 ",
1934,46.00%,>,"$74,000 ",46.00%,>,"$74,000 ",46.00%,>,"$74,000 ",46.00%,>,"$74,000 ",
1934,49.00%,>,"$80,000 ",49.00%,>,"$80,000 ",49.00%,>,"$80,000 ",49.00%,>,"$80,000 ",
1934,54.00%,>,"$90,000 ",54.00%,>,"$90,000 ",54.00%,>,"$90,000 ",54.00%,>,"$90,000 ",
1934,56.00%,>,"$100,000 ",56.00%,>,"$100,000 ",56.00%,>,"$100,000 ",56.00%,>,"$100,000 ",
1934,57.00%,>,"$150,000 ",57.00%,>,"$150,000 ",57.00%,>,"$150,000 ",57.00%,>,"$150,000 ",
1934,58.00%,>,"$200,000 ",58.00%,>,"$200,000 ",58.00%,>,"$200,000 ",58.00%,>,"$200,000 ",
1934,59.00%,>,"$300,000 ",59.00%,>,"$300,000 ",59.00%,>,"$300,000 ",59.00%,>,"$300,000 ",
1934,60.00%,>,"$400,000 ",60.00%,>,"$400,000 ",60.00%,>,"$400,000 ",60.00%,>,"$400,000 ",
1934,61.00%,>,"$500,000 ",61.00%,>,"$500,000 ",61.00%,>,"$500,000 ",61.00%,>,"$500,000 ",
1934,62.00%,>,"$750,000 ",62.00%,>,"$750,000 ",62.00%,>,"$750,000 ",62.00%,>,"$750,000 ",
1934,63.00%,>,"$1,000,000 ",63.00%,>,"$1,000,000 ",63.00%,>,"$1,000,000 ",63.00%,>,"$1,000,000 ",
,,,,,,,,,,,,,
1933,4.00%,>,$0 ,4.00%,>,$0 ,4.00%,>,$0 ,4.00%,>,$0 ,Tax rates include normal tax rates plus applicable surtaxes. Last law to change rates was the Revenue Act of 1932.
1933,8.00%,>,"$4,000 ",8.00%,>,"$4,000 ",8.00%,>,"$4,000 ",8.00%,>,"$4,000 ",
1933,9.00%,>,"$6,000 ",9.00%,>,"$6,000 ",9.00%,>,"$6,000 ",9.00%,>,"$6,000 ",
1933,10.00%,>,"$10,000 ",10.00%,>,"$10,000 ",10.00%,>,"$10,000 ",10.00%,>,"$10,000 ",
1933,11.00%,>,"$12,000 ",11.00%,>,"$12,000 ",11.00%,>,"$12,000 ",11.00%,>,"$12,000 ",
1933,12.00%,>,"$14,000 ",12.00%,>,"$14,000 ",12.00%,>,"$14,000 ",12.00%,>,"$14,000 ",
1933,13.00%,>,"$16,000 ",13.00%,>,"$16,000 ",13.00%,>,"$16,000 ",13.00%,>,"$16,000 ",
1933,14.00%,>,"$18,000 ",14.00%,>,"$18,000 ",14.00%,>,"$18,000 ",14.00%,>,"$18,000 ",
1933,16.00%,>,"$20,000 ",16.00%,>,"$20,000 ",16.00%,>,"$20,000 ",16.00%,>,"$20,000 ",
1933,17.00%,>,"$22,000 ",17.00%,>,"$22,000 ",17.00%,>,"$22,000 ",17.00%,>,"$22,000 ",
1933,18.00%,>,"$24,000 ",18.00%,>,"$24,000 ",18.00%,>,"$24,000 ",18.00%,>,"$24,000 ",
1933,19.00%,>,"$26,000 ",19.00%,>,"$26,000 ",19.00%,>,"$26,000 ",19.00%,>,"$26,000 ",
1933,20.00%,>,"$28,000 ",20.00%,>,"$28,000 ",20.00%,>,"$28,000 ",20.00%,>,"$28,000 ",
1933,21.00%,>,"$30,000 ",21.00%,>,"$30,000 ",21.00%,>,"$30,000 ",21.00%,>,"$30,000 ",
1933,23.00%,>,"$32,000 ",23.00%,>,"$32,000 ",23.00%,>,"$32,000 ",23.00%,>,"$32,000 ",
1933,24.00%,>,"$36,000 ",24.00%,>,"$36,000 ",24.00%,>,"$36,000 ",24.00%,>,"$36,000 ",
1933,25.00%,>,"$38,000 ",25.00%,>,"$38,000 ",25.00%,>,"$38,000 ",25.00%,>,"$38,000 ",
1933,26.00%,>,"$40,000 ",26.00%,>,"$40,000 ",26.00%,>,"$40,000 ",26.00%,>,"$40,000 ",
1933,27.00%,>,"$42,000 ",27.00%,>,"$42,000 ",27.00%,>,"$42,000 ",27.00%,>,"$42,000 ",
1933,28.00%,>,"$44,000 ",28.00%,>,"$44,000 ",28.00%,>,"$44,000 ",28.00%,>,"$44,000 ",
1933,29.00%,>,"$46,000 ",29.00%,>,"$46,000 ",29.00%,>,"$46,000 ",29.00%,>,"$46,000 ",
1933,30.00%,>,"$48,000 ",30.00%,>,"$48,000 ",30.00%,>,"$48,000 ",30.00%,>,"$48,000 ",
